Name,Devanagari,Sandhi,English,Etymology,YogaSeries,Before,After,Ashtanga,Yin,Baptiste,SeriesHot,Categories,Open,OpenAsana,Stable,StableAsana,Preparation,Counterposes,ID
Marichyasana C,मरीछ्यासन C,Marīchyāsana C,Sage Marichi’s Pose C,Named after Sage Marichi,yoga cikitsā,Marīchyāsana B,Marīchyāsana C,x,,,,6,"Grounded leg: calf, knee flexors. Gesture leg: knee extensors, external rotators. Hip extensors, back extensors, obliques, chest, shoulder retractors and elevators, throat.","[[Marīchyāsana A]] and its Prep poses, [[Ardha Matsyendrāsana]].","Hip flexors and adductors. Extended leg: internal rotators, knee extensors, foot dorsiflexors. Folded leg: hip abductors, knee flexors. Abdominals, back extensors, obliques, shoulder depressors and extensors, elbow flexors.","[[Adhomukhaśvānāsana]], [[Ardha Matsyendrāsana]], [[Ardhottānāsana]], [[Daṇḍāsana]], [[Parivṛttahastapādāṅguṣṭhāsana]], [[Parivṛttapārśvakoṇāsana]], [[Parivṛttotkaṭāsana]], [[Ekapādabakāsana A]].","[[Ardha Matsyendrāsana]], [[Bharadvājāsana]], [[Pārśvabakāsana]], [[Kouṇḍinyāsana B]].","Symmetrical forward bends, [[Baddhakoṇāsana B]], [[Upaviṣṭhakoṇāsana A]], [[Baddhakoṇāsana B]].",75
Marichyasana D,मरीछ्यासन D,Marīchyāsana D,Sage Marichi’s Pose D,Named after Sage Marichi,yoga cikitsā,Marīchyāsana C,Marīchyāsana D,x,,,,,,,,,,,76
Marjaryasana,मार्जरीआसन,Marjaryāsana,Cat Pose,Marjari = cat (Sanskrit); āsana = posture. Mimics a stretching cat.,,,,,x,x,Integracion,,,,,,,,77
Matsyasana,मत्स्यासन​,Matsyāsana,Fish Pose,Matsya = fish,samāpana,Urdhva Padmasana,Uttana Padasana,x,,x,Entrega,3,"Knee extensors, hip adductors and extensors, internal rotators of the leg. Abdominals, chest, shoulder flexors, throat.","[[Padmāsana]] and its Prep poses, [[Ūrdhva Dhanurāsana]], [[Uttānapādāsana]]","Hip flexors, adductors, internal rotators of the leg, knee extensors, foot dorsiflexors, back extensors, transversus abdominis, shoulder retractors and extensors, elbow extensors, neck.","[[Adhomukhaśvānāsana]], [[Añjanēyāsana]], [[Ardhottānāsana]], [[Ālāsana]], [[Daṇḍāsana]], [[Dhanurāsana]], [[Nāvāsana]], [[Śalabhāsana A]] and [[Śalabhāsana B]], [[Vajrāsana A]], [[Ūrdhvamukhaśvānāsana]], [[Uṣṭrāsana]].","Transition to [[Uttānapādāsana]], [[Cakorāsana]].","[[Apānāsana]], [[Ānandabālāsana]], [[Śavāsana]].",78
Mayurasana,मयूरासन​,Mayūrāsana,Peacock Pose,Mayūra = peacock,nāḍī śodhana,Karandāvāsana,Mayūrāsana,x,,,,,,,,,,,79
Mrigasana,मृगासन,Mṛgāsana,Deer Pose,Mṛga = deer; Āsana = posture,,,,,x,,,,,,,,,,80
Mukta Hasta Sirsasana A,मुक्तहस्तशीर्षासन A,Muktahastaśīrṣāsana A,Free Hand Headstand A,Mukta = free; Hasta = hand; Śīrṣa = head,nāḍī śodhana,Gomukhāsana B,Muktahastaśīrṣāsana A,x,,,,,,,,,,,81
Mukta Hasta Sirsasana C,मुक्तहस्तशीर्षासन B,Muktahastaśīrṣāsana B,Free Hand Headstand B,Mukta = free; Hasta = hand; Śīrṣa = head,nāḍī śodhana,Muktahastaśīrṣāsana A,Muktahastaśīrṣāsana B,x,,,,,,,,,,,82
Mukta Hasta Sirsasana C,मुक्तहस्तशीर्षासन C,Muktahastaśīrṣāsana C,Free Hand Headstand C,Mukta = free; Hasta = hand; Śīrṣa = head,nāḍī śodhana,Muktahastaśīrṣāsana B,Muktahastaśīrṣāsana C,x,,,,,,,,,,,83
Nakrasana,नक्रासन​,Nakrāsana,Crocodile Pose,Nakra = crocodile,nāḍī śodhana,Mayūrāsana,Nakrāsana,x,,,,,,,,,,,84
Nata Rajasana A,नटराजासन A,Naṭarājāsana A,Dancing King Pose A,Naṭa = dancer; Rāja = king,tṛtīya śreṇī,Utthita Trivikramāsana,Naṭarājāsana A,x,,x,Equilibrio,1,"Standing leg: knee flexors. Gesture leg: hip flexors, external rotators, foot dorsiflexors. Abdominals, chest, shoulder extensors and elevators, throat.","[[Adhomukhaśvānāsana]], [[Añjanēyāsana]], [[Ekapādarājakapotāsana]], [[Gomukhāsana B]], [[Baddhakoṇāsana A]], [[Vajrāsana A]], [[Tāḍāsana]], [[Ūrdhva Dhanurāsana]], [[Utthitahastapādāṅguṣṭhāsana A]], [[Vīrabhadrāsana A]] and [[Virabhadrāsana C]].","Standing leg: intrinsic foot muscles, knee extensors. Pelvic floor, back extensors, transversus abdominis, hip stabilizers (emphasis flexors, adductors, and rear leg hip extensors), internal rotators of the leg, shoulder flexors, protractors. Bound arm: internal rotators, elbow extensors.","[[Adhomukhaśvānāsana]], [[Añjanēyāsana]], [[Ardhottānāsana]], [[Ālāsana]], [[Rājakapotāsana]], [[Bhekāsana]], [[Dhanurāsana]], [[Ekapādarājakapotāsana]], [[Laghu Vajrāsana]],[[Rājakapotāsana]], [[Śalabhāsana A]] and [[Śalabhāsana B]], [[Ūrdhvamukhaśvānāsana]], [[Vīrabhadrāsana C]], [[Vṛkṣāsana]].","Drop Backs, [[Ekapādarājakapotāsana]].","[[Ardhottānāsana]], [[Apānāsana]], [[Supta Matsyendrāsana]], [[Marīchyāsana]], [[Paścimottānāsana A]], [[Sarvāṅgāsana]], [[Sarvāṅgāsana]], [[Śavāsana]].",85
Nata Rajasana B,नट राजासन B,Naṭarājāsana B,Dancing King Pose B,Naṭa = dancer; Rāja = king,tṛtīya śreṇī,Naṭarājāsana A,Naṭarājāsana B,x,,,,,,,,,,,86
Navasana,नावासन​,Nāvāsana,Boat Pose,Nāva = boat,yoga cikitsā,Marīchyāsana D,Nāvāsana,x,,x,Esfuerzo,14,"Hip extensors, knee flexors, back extensors, chest, shoulder retractors and elevators.","[[Adhomukhaśvānāsana]], [[Ardhottānāsana]], [[Bharmanāsana]], [[Chaturāṅgadaṇḍāsana]], [[Daṇḍāsana]], [[Suptapādāṅguṣṭhāsana A]], [[Uttānāsana]].","Hip flexors, adductors, internal rotators of the leg, knee extensors, calves, back extensors, transversus abdominis, shoulder protractors and retractors, external rotators of the arm.","[[Adhomukhaśvānāsana]], [[Ardhottānāsana]], [[Bharmanāsana]], [[Daṇḍāsana]], [[Suptapādāṅguṣṭhāsana A]], [[Uttānāsana]], [[Utthitahastapādāṅguṣṭhāsana A]], [[Tapas]].","Transition to Ardha [[Nāvāsana]] with kapalabhati pranayama, then back up; press into [[Lolasana]] between rounds; [[Utplutiḥ]], [[Ubhayapādāṅguṣṭhāsana]], [[Ūrdhvamukhapaścimottānāsana]].",,87
Pada,पद​,Pada,Foot & Ankle Exercises,Pada = foot,,,,,x,,,,,,,,,,88
Padahastasana,पादहस्तासन​,Pādahastāsana,Hand to Foot Pose,Pāda = foot; Hasta = hand,ādhāra,Pādāṅguṣṭhāsana,Utthitatrikoṇāsana,x,,,,8,"Calves, knee flexors, hip extensors, back extensors, shoulder elevators, wrist extensors.",[[Pādāṅguṣṭhāsana]] and its Prep poses.,"Hip flexors, internal rotators of the leg, rotators, knee extensors, intrinsic foot muscles, transversus abdominis, back extensors, shoulder depressors.","[[Adhomukhaśvānāsana]], [[Ardhottānāsana]], [[Bharmanāsana]], [[Prasāritapādottānāsana D]], [[Suptapādāṅguṣṭhāsana A]], [[Uttānāsana]].","[[Pādāṅguṣṭhāsana]], [[Paścimottānāsana A]], [[Suptapādāṅguṣṭhāsana A]], [[Upaviṣṭhakoṇāsana A]], [[Utthitahastapādāṅguṣṭhāsana A]].","[[Tāḍāsana]], [[Adhomukhaśvānāsana]], [[Bālāsana]], [[Marīchyāsana]].",89
Padangusthasana,पादाङ्गुष्ठासन​,Pādāṅguṣṭhāsana,Big Toe Pose,Pāda = foot; Aṅguṣṭha = big toe,ādhāra,Sūryanamaskāra B,Pādahastāsana,x,,x,Vitalidad,8,"Calves, knee flexors, hip extensors, back extensors, shoulder elevators.","[[Tāḍāsana]], [[Uttānāsana]].","Hip flexors, internal rotators of the leg, knee extensors, intrinsic foot muscles, transversus abdominis, back extensors, shoulder depressors.","[[Adhomukhaśvānāsana]], [[Ardhottānāsana]], [[Bharmanāsana]], [[Prasāritapādottānāsana D]], [[Suptapādāṅguṣṭhāsana A]], [[Uttānāsana]].","[[Pādahastāsana]], [[Paścimottānāsana A]], [[Suptapādāṅguṣṭhāsana A]], [[Upaviṣṭhakoṇāsana A]], [[Utthitahastapādāṅguṣṭhāsana A]].","[[Tāḍāsana]], [[Adhomukhaśvānāsana]], [[Bālāsana]], [[Marīchyāsana]].",90
Padmasana,पद्मासन​,Padmāsana,Lotus Pose,Padma = lotus,samāpana,Yoga Mudra,Utplutih,x,x,,,"3,4","Hip adductors and extensors, internal rotators of the leg, knee extensors.","[[Baddhakoṇāsana B]], [[Daṇḍāsana]], [[Ekapādarājakapotāsana]] and its Prep poses, [[Gomukhāsana B]], [[Vīrabhadrāsana A]].","Hip flexors, external rotators of the leg, pelvic floor, transversus abdominis, back extensors, knee flexors, shoulder retractors and protractors.","[[Agnistambhāsana]], [[Ardhabaddhapadmottānāsana]], [[Baddhakoṇāsana B]], [[Bharadvājāsana]], [[Gomukhāsana B]], [[Mālāsana]], [[Prasāritapādottānāsana A]], [[Upaviṣṭhakoṇāsana A]], [[Uttānāsana]].","[[Utplutiḥ]], [[Matsyāsana]], [[Ūrdhvapadmāsana]], [[Ūrdhvakukkutāsana]], yoga mudra.","[[Daṇḍāsana]], [[Suptapādāṅguṣṭhāsana A]], [[Adhomukhaśvānāsana]].",91
Parighasana,परिघासन​,Parighāsana,Gate Pose,Parigha = gate,nāḍī śodhana,Vātāyanāsana,Parighāsana,x,,,,4,"Standing leg: calf, knee flexors, hip extensors, external rotators of the leg. Gesture leg: foot dorsiflexors, knee flexors, hip flexors. Obliques, chest, shoulder retractors and elevators.","[[Parivṛttatrikoṇāsana]] and its Prep poses, [[Vīrabhadrāsana C]] and its Prep poses.","Standing leg: intrinsic foot muscles, hip stabilizers (emphasis flexors, adductors). Extended leg: hip extensors. Knee extensors, back extensors, transversus abdominis, obliques, shoulder retractors and protractors, elbow extensors, neck.","[[Adhomukhaśvānāsana]], [[Ardhottānāsana]], [[Ālāsana]], [[Parivṛttahastapādāṅguṣṭhāsana]], [[Parivṛttapārśvakoṇāsana]], [[Parivṛttatrikoṇāsana]], [[Parivṛttotkaṭāsana]], [[Pārśvottānāsana]], [[Utthitahastapādāṅguṣṭhāsana A, [[Vīrabhadrāsana C]], [[Vṛkṣāsana]].","Clasp lifted-side foot with lifted hand, transition to [[Vīrabhadrāsana C]], [[Adhomukhavṛkṣāsana]], then [[Chaturāṅgadaṇḍāsana]]. Do not transition directly to [[Ardhacandrāsana]].","[[Uttānāsana]], [[Adhomukhaśvānāsana]], [[Bālāsana]], [[Gomukhāsana B]].",92
Parivritta Parshvakonasana,परिवृत्तपार्श्वकोणासन,Parivṛttapārśvakoṇāsana,Revolved Side Angle Pose,Parivṛtta = revolved; Pārśva = side; Koṇa = angle,ādhāra,Utthitapārśvakoṇāsana,Prasāritapādottānāsana A,x,,x,Vitalidad,5,"Front leg: calf, hip extensors, external rotators of the leg. Back leg: calf, knee flexors, hip flexors. Obliques, chest. Gesture arm: shoulder flexors. Grounded arm: shoulder elevators.","[[Añjanēyāsana]], [[Ālāsana]], [[Gomukhāsana B]], [[Parivṛttatrikoṇāsana]], [[Parivṛttotkaṭāsana]], [[Vīrabhadrāsana A]].","Intrinsic foot muscles. Front leg: hip stabilizers (emphasis flexors, adductors), knee flexors. Back leg: hip extensors, knee extensors, back extensors, transversus abdominis, obliques, shoulder retractors and protractors, neck.","[[Adhomukhaśvānāsana]], [[Añjanēyāsana]], [[Ardha Matsyendrāsana]], [[Ālāsana]], [[Marīchyāsana C]], [[Parivṛttahastapādāṅguṣṭhāsana]], [[Parivṛttotkaṭāsana]], [[Ekapādabakāsana A]], [[Vīrabhadrāsana A]] and [[Virabhadrāsana C]].","Transition to [[Kouṇḍinyāsana B]], hold five breaths, then [[Chaturāṅgadaṇḍāsana]]; [[Mṛgāsana]], [[Marīchyāsana C]].","[[Vinyāsa]], [[Ūrdhvamukhaśvānāsana]], [[Adhomukhaśvānāsana]], [[Bālāsana]], [[Baddhakoṇāsana B]]",93
Parivritta Trikonasana,परिवृत्तत्रिकोणासन,Parivṛttatrikoṇāsana,Revolved Triangle Pose,Parivṛtta = revolved; Trikoṇa = triangle,ādhāra,Utthitatrikoṇāsana,Utthitapārśvakoṇāsana,x,,x,Conexion,8,"Front leg: calf, knee extensors, hip adductors and extensors, internal rotators of the leg. Back leg: calf, knee flexors, hip abductors and flexors, internal rotators of the leg. Obliques, chest, shoulder retractors and elevators, neck.","Parivrtta [[Ālāsana]], [[Parivṛttotkaṭāsana]], [[Pārśvottānāsana]], [[Prasāritapādottānāsana A]], [[Utthitatrikoṇāsana]].","Intrinsic foot muscles. Front leg: hip stabilizers (emphasis flexors, adductors), knee extensors. Back leg: hip extensors, knee extensors, back extensors, transversus abdominis, obliques, shoulder retractors and protractors, elbow extensors, neck.","[[Adhomukhaśvānāsana]], [[Ardhottānāsana]], [[Ālāsana]],[[Parivṛttārdhacandrāsana]], [[Parivṛttahastapādāṅguṣṭhāsana]], [[Parivṛttapārśvakoṇāsana]], [[Parivṛttotkaṭāsana]], [[Pārśvottānāsana]], [[Prasāritapādottānāsana A]].",Transition to[[Parivṛttārdhacandrāsana]].,"[[Tāḍāsana]], [[Uttānāsana]], [[Vinyāsa]], [[Adhomukhaśvānāsana]], [[Bālāsana]], [[Baddhakoṇāsana B]], [[Ardha Matsyendrāsana]], [[Marīchyāsana C]].",94
Parivrtta Utkatasana,परिवृत्तोत्कटासन,Parivṛttotkaṭāsana,Revolved Chair Pose,Parivṛtta = revolved; Utkaṭa = fierce/powerful; Āsana = posture,,,,,,x,Vitalidad,9,"Hip extensors and abductors, external rotators of the leg. Obliques, chest. Shoulder elevators, back of the neck.","[[Adhomukhaśvānāsana]], [[Añjanēyāsana]], [[Ardhottānāsana]]. In itself a preparatory twist; may be modified by using a chair.","Intrinsic foot muscles, knee synergists, hip adductors, flexors, and extensors, back extensors, transversus abdominis, shoulder protractors, retractors, and depressors, shoulder extensor of lower arm.","[[Adhomukhaśvānāsana]], [[Añjanēyāsana]], [[Ālāsana]], [[Garuḍāsana]], [[Parivṛttahastapādāṅguṣṭhāsana]], [[Tāḍāsana]], [[Utkaṭāsana]], [[Uttānāsana]].","Other twisting poses; [[Aṣṭavakrāsana]], [[Kouṇḍinyāsana A]],[[Parivṛttārdhacandrāsana]], [[Parivṛttahastapādāṅguṣṭhāsana]], [[Parivṛtta Jānuśīrṣāsana]], [[Parivṛttapārśvakoṇāsana]], [[Parivṛttatrikoṇāsana]], [[Pārśvabakāsana]].","[[Adhomukhaśvānāsana]], [[Bālāsana]], [[Uttānāsana]], [[Vinyāsa]].",95
Parsva Bakasana,पार्श्वबकासन,Pārśvabakāsana,Side Crow Pose,Pārśva = side; Baka = crane/crow; Āsana = posture,,,,,,x,Vitalidad,10,"Wrist flexors, shoulder elevators, obliques, hip extensors.","[[Bakāsana B]], [[Marīchyāsana A]] and [[Marīchyāsana C]].","Wrist synergists, elbow synergists, rotators of the arm, shoulder stabilizers (emphasis protractors, retractors, flexors), chest, obliques, abdominals, hip flexors, knee flexors, foot dorsiflexors.","[[Adhomukhaśvānāsana]], [[Añjanēyāsana]], [[Ardha Matsyendrāsana]], [[Ardhottānāsana]], [[Ālāsana]], [[Bakāsana B]], [[Chaturāṅgadaṇḍāsana]], [[Garuḍāsana]], [[Marīchyāsana C]],[[Parivṛttārdhacandrāsana]], [[Parivṛttapārśvakoṇāsana]], [[Parivṛttatrikoṇāsana]], [[Parivṛttotkaṭāsana]], [[Phalakāsana]], [[Utkaṭāsana]], [[Ekapādabakāsana A]], [[Uttānāsana]].","Transition to [[Kouṇḍinyāsana A]], [[Kouṇḍinyāsana A]] A, then [[Chaturāṅgadaṇḍāsana]]; as part of [[Śīrṣāsana]]I vinyasa.","[[Bhuja]], [[Bālāsana]], [[Baddhakoṇāsana B]], [[Uttānāsana]], [[Sarvāṅgāsana]].",96
Parsva Dhanurasana,पार्श्व धनुरासन​,Pārśva Dhanurāsana,Side Bow Pose,Pārśva = side; Dhanu = bow,nāḍī śodhana,Dhanurāsana,Pārśva Dhanurāsana,x,,,,,,,,,,,97
Parsvottanasana,पार्श्वोत्तानासन​,Pārśvottānāsana,Pyramid Pose,Pārśva = side; Uttāna = intense stretch,ādhāra,Prasāritapādottānāsana D,- ,x,,x,Conexion,8,"Knee flexors, hip extensors, internal rotators of the leg, back extensors, chest, external rotators of the arm, shoulder flexors and elevators, wrist flexors.","[[Adhomukhaśvānāsana]], [[Ardhottānāsana]], [[Gomukhāsana B]], [[Prasāritapādottānāsana A]], [[Uttānāsana]], [[Utthitatrikoṇāsana]].","Intrinsic foot muscles. Front leg: hip stabilizers (emphasis flexors, adductors), knee extensors. Back leg: hip extensors, knee extensors, back extensors, abdominals, obliques, shoulder retractors and protractors, internal rotators of the arm, elbow flexors.","[[Adhomukhaśvānāsana]], [[Ardhottānāsana]], [[Ālāsana]],[[Parivṛttārdhacandrāsana]], [[Parivṛttapārśvakoṇāsana]], [[Paścimottānāsana A]], [[Prasāritapādottānāsana C]], [[Suptapādāṅguṣṭhāsana A]].","Transition to [[Parivṛttatrikoṇāsana]] and Prep poses for [[Hanumānāsana]], [[Vīrabhadrāsana A]] and [[Virabhadrāsana C]].","[[Tāḍāsana]], [[Bālāsana]], [[Apānāsana]], [[Baddhakoṇāsana B]], [[Suptapādāṅguṣṭhāsana A]].",98
Pasasana,पाशासन​,Pāśāsana,Noose Pose,Pāśa = noose,nāḍī śodhana,Pārśvottānāsana,Pāśāsana,x,,,,,,,,,,,99
Paschimottanasana,पश्चिमोत्तानासन ,Paścimottānāsana,Seated Forward Bend B,Paścima = west; Uttāna = intense stretch,pṛṣṭhavakrāsana,Ūrdhva Dhanurāsana,Sarvāṅgāsana,x,x,x,Apertura,,,,,,,,100
Paschimottanasana A,पश्चिमोत्तानासन अ,Paścimottānāsana A,Seated Forward Bend A,Paścima = west; Uttāna = intense stretch,yoga cikitsā,Daṇḍāsana,Paścimottānāsana A,x,,,,7,"Calves, knee flexors, hip extensors, back extensors, shoulder retractors and elevators, chest, shoulder extensors.","[[Adhomukhaśvānāsana]], [[Bālāsana]], [[Daṇḍāsana]], [[Jānuśīrṣāsana A]], [[Suptapādāṅguṣṭhāsana A]].","Hip flexors, internal rotators of the leg, knee extensors, foot dorsiflexors, transversus abdominis, back extensors, shoulder depressors.","[[Adhomukhaśvānāsana]], [[Agnistambhāsana]], [[Ardhottānāsana]], [[Bālāsana]], [[Daṇḍāsana]], [[Halāsana]], [[Karṇapīḍāsana]], [[Pādahastāsana]], [[Pādāṅguṣṭhāsana]], [[Pārśvottānāsana]], [[Prasāritapādottānāsana D]], [[Suptapādāṅguṣṭhāsana A]], [[Upaviṣṭhakoṇāsana A]], [[Uttānāsana]].","Transition to [[Halāsana]], [[Sarvāṅgāsana]], [[Karṇapīḍāsana]]; [[Upaviṣṭhakoṇāsana A]], [[Tryaṅgamukhaikapāda Paścimottānāsana]], [[Krouncāsana]], [[Kūrmāsana]], [[Ubhayapādāṅguṣṭhāsana]], [[Ūrdhvamukhapaścimottānāsana]].","[[Marīchyāsana]] and [[Supta Matsyendrāsana]], [[Baddhakoṇāsana B]], [[Apānāsana]], [[Śavāsana]].",101
Paschimottanasana D,पश्चिमोत्तानासन च्,Paścimottānāsana C,Seated Forward Bend C,Paścima = west; Uttāna = intense stretch,yoga cikitsā,Paścimottānāsana A,Paścimottānāsana C,x,,,,,,,,,,,102
Pincha Mayurasana,पिञ्छमयूरासन,Piñchamayūrāsan,Feathered Peacock Pose,Piñcha = feather; Mayūra = peacock,nāḍī śodhana,Tiṭṭibhāsana C,Piñchamayūrāsan,x,,,,11,"Internal rotators of the arm, shoulder elevators and retractors, hip flexors, knee flexors.","[[Adhomukhaśvānāsana]], [[Adhomukhavṛkṣāsana]], [[Añjanēyāsana]], [[Gomukhāsana B]] arms, [[Baddhakoṇāsana A]], [[Vajrāsana A]], [[Vīrabhadrāsana A]].","Wrist flexor/extensors, elbow flexors, shoulder stabilizers (emphasis protractors, flexors), internal rotators of the arm, abdominals, back extensors, hip stabilizers, internal rotators of the leg, knee extensors, calves.","[[Adhomukhaśvānāsana]], [[Adhomukhavṛkṣāsana]], [[Añjanēyāsana]], [[Ālāsana]], [[Rājakapotāsana]], [[Chaturāṅgadaṇḍāsana]], [[Daṇḍāsana]], [[Garuḍāsana]], [[Phalakāsana]], [[Pūrvottānāsana]], [[Śalabhāsana A]] and [[Śalabhāsana B]], [[Śīrṣāsana]], [[Baddhakoṇāsana A]].","[[Viparīccakrāsana]], [[Adhomukhavṛkṣāsana]], transition to [[Dvipādaviparītadaṇḍāsana]] (feet all the way down to the floor, extend legs).","[[Bālāsana]], [[Garuḍāsana]] arms, [[Marīchyāsana]] and [[Supta Matsyendrāsana]].",103
Pindasana,पिण्डासन​,Piṇḍāsana,Embryo Pose,Piṇḍa = embryo,yoga cikitsā,Garbhapiṇḍāsana,Piṇḍāsana,x,,,,"4,11","Hip adductors and extensors, internal rotators of the leg, back extensors, shoulder retractors and elevators.",[[Ūrdhvapadmāsana]] and its Prep poses.,"Shoulder stabilizers (emphasis retractors, adductors), back extensors, hip extensors, abdominals.","[[Adhomukhaśvānāsana]], [[Ardhabaddhapadmottānāsana]], [[Baddhakoṇāsana B]], [[Bhujapīḍāsana]], [[Garbhapiṇḍāsana]], [[Halāsana]], [[Karṇapīḍāsana]], [[Kūrmāsana]], [[Marīchyāsana A]], [[Padmāsana]], [[Paścimottānāsana A]], [[Sarvāṅgāsana]], [[Upaviṣṭhakoṇāsana A]], [[Ūrdhvapadmāsana]], [[Uttānāsana]].","Transition to [[Matsyāsana]], to [[Uttānapādāsana]], to [[Cakorāsana]].","[[Matsyāsana]] Prep, [[Uttānapādāsana]], [[Śavāsana]].",104
Prasarita Padottanasana A,प्रसारितपादोत्तानासन A,Prasāritapādottānāsana A,Wide-Legged Forward Bend A,Prasārita = spread out; Pāda = foot; Uttāna = intense stretch,ādhāra,Parivṛttapārśvakoṇāsana,Prasāritapādottānāsana B,x,,x,Conexion,8,"All variations: hip adductors and extensors, back extensors, shoulder elevators. C: shoulder flexors, elbow flexors.","[[Adhomukhaśvānāsana]], [[Baddhakoṇāsana B]], [[Suptapādāṅguṣṭhāsana A]], [[Uttānāsana]], [[Utthitatrikoṇāsana]].","Intrinsic foot muscles, knee extensors, hip stabilizers (emphasis flexors, adductors), transversus abdominis, back extensors, shoulder depressors. C: shoulder flexors.","[[Adhomukhaśvānāsana]], [[Añjanēyāsana]] [[Ardhottānāsana]], [[Ālāsana]], [[Baddhakoṇāsana B]], [[Daṇḍāsana]], [[Mālāsana]], [[Pārśvottānāsana]], [[Ekapādabakāsana A]], [[Uttānāsana]], [[Utthitapārśvakoṇāsana]], [[Utthitatrikoṇāsana]], [[Vīrabhadrāsana A]] and [[Virabhadrāsana B]].","[[Uttānāsana]], [[Śīrṣāsana]], transition to [[Śīrṣāsana B]] arm balance vinyasa, [[Upaviṣṭhakoṇāsana A]], [[Bakāsana B]].","[[Mālāsana]], [[Uttānāsana]], [[Adhomukhaśvānāsana]], [[Bālāsana]].",105
Prasarita Padottanasana B,प्रसारितपादोत्तानासन B,Prasāritapādottānāsana B,Wide-Legged Forward Bend B,Prasārita = spread out; Pāda = foot; Uttāna = intense stretch,ādhāra,Prasāritapādottānāsana A,Prasāritapādottānāsana C,x,,,,8,"All variations: hip adductors and extensors, back extensors, shoulder elevators. C: shoulder flexors, elbow flexors.","[[Adhomukhaśvānāsana]], [[Baddhakoṇāsana B]], [[Suptapādāṅguṣṭhāsana A]], [[Uttānāsana]], [[Utthitatrikoṇāsana]].","Intrinsic foot muscles, knee extensors, hip stabilizers (emphasis flexors, adductors), transversus abdominis, back extensors, shoulder depressors. C: shoulder flexors.","[[Adhomukhaśvānāsana]], [[Añjanēyāsana]] [[Ardhottānāsana]], [[Ālāsana]], [[Baddhakoṇāsana B]], [[Daṇḍāsana]], [[Mālāsana]], [[Pārśvottānāsana]], [[Ekapādabakāsana A]], [[Uttānāsana]], [[Utthitapārśvakoṇāsana]], [[Utthitatrikoṇāsana]], [[Vīrabhadrāsana A]] and [[Virabhadrāsana B]].","[[Uttānāsana]], [[Upaviṣṭhakoṇāsana A]], [[Bakāsana B]].","[[Mālāsana]], [[Uttānāsana]], [[Adhomukhaśvānāsana]], [[Bālāsana]].",106
Prasarita Padottanasana C,प्रसारितपादोत्तानासन C,Prasāritapādottānāsana C,Wide-Legged Forward Bend C,Prasārita = spread out; Pāda = foot; Uttāna = intense stretch,ādhāra,Prasāritapādottānāsana B,Prasāritapādottānāsana D,x,,,,8,"All variations: hip adductors and extensors, back extensors, shoulder elevators. C: shoulder flexors, elbow flexors.","[[Adhomukhaśvānāsana]], [[Baddhakoṇāsana B]], [[Suptapādāṅguṣṭhāsana A]], [[Uttānāsana]], [[Utthitatrikoṇāsana]].","intrinsic foot muscles, knee extensors, hip stabilizers (emphasis flexors, adductors), transversus abdominis, back extensors, shoulder depressors. C: shoulder flexors.","[[Adhomukhaśvānāsana]], [[Añjanēyāsana]] [[Ardhottānāsana]], [[Ālāsana]], [[Baddhakoṇāsana B]], [[Daṇḍāsana]], [[Mālāsana]], [[Pārśvottānāsana]], [[Ekapādabakāsana A]], [[Uttānāsana]], [[Utthitapārśvakoṇāsana]], [[Utthitatrikoṇāsana]], [[Vīrabhadrāsana A]] and [[Virabhadrāsana B]].","[[Bakāsana B]], [[Pūrvottānāsana]], [[Ūrdhva Dhanurāsana]], [[Sarvāṅgāsana]].","[[Mālāsana]], [[Garuḍāsana]], [[Uttānāsana]], [[Adhomukhaśvānāsana]], [[Bālāsana]].",107
Prasarita Padottanasana D,प्रसारितपादोत्तानासन D,Prasāritapādottānāsana D,Wide-Legged Forward Bend D,Prasārita = spread out; Pāda = foot; Uttāna = intense stretch,ādhāra,Prasāritapādottānāsana C,Pārśvottānāsana,x,,,,8,"All variations: hip adductors and extensors, back extensors, shoulder elevators. C: shoulder flexors, elbow flexors.","[[Adhomukhaśvānāsana]], [[Baddhakoṇāsana B]], [[Suptapādāṅguṣṭhāsana A]], [[Uttānāsana]], [[Utthitatrikoṇāsana]].","Intrinsic foot muscles, knee extensors, hip stabilizers (emphasis flexors, adductors), transversus abdominis, back extensors, shoulder depressors. C: shoulder flexors.","[[Adhomukhaśvānāsana]], [[Añjanēyāsana]] [[Ardhottānāsana]], [[Ālāsana]], [[Baddhakoṇāsana B]], [[Daṇḍāsana]], [[Mālāsana]], [[Pādahastāsana]], [[Pādāṅguṣṭhāsana]], [[Pārśvottānāsana]], [[Ekapādabakāsana A]], [[Uttānāsana]], [[Utthitapārśvakoṇāsana]], [[Utthitatrikoṇāsana]], [[Vīrabhadrāsana A]] and [[Virabhadrāsana B]].","[[Bakāsana B]], [[Uttānāsana]], [[Upaviṣṭhakoṇāsana A]].","[[Mālāsana]], [[Uttānāsana]], [[Adhomukhaśvānāsana]], [[Bālāsana]].",108
Purna Matsyendrasana,पूर्णमत्स्येन्द्रासन,Pūrṇamatsyendrāsana,Full Lord of the Fishes Pose,Pūrṇa = full; Named after Sage Matsyendra,tṛtīya śreṇī,Aṣṭavakrāsana,Pūrṇamatsyendrāsana,x,,,,,,,,,,,109
